index,last index,commit hash,parent hash,extract type,commit text,new class,new class path,origin class,origin class path,extract entities,removed entities,split number,data path,url
11,311,d24a2d5ac1c64b8ace1f408b863d1c2e3a6bddb7,7ac6b3e8d37c109873f63545b52d63c9e394b298,extractClass,Bug 58897 - Improve JUnit Test code STEP 5 patch by B. Wiart #resolve #104 Bugzilla Id: 58897  git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1728418 13f79535-47bb-0310-9956-ffa450edef68  Former-commit-id: 1ac5e02fc0d34920a3b24b3422bc0317a7696bf4,org.apache.jmeter.functions.EvalFunctionTest org.apache.jmeter.functions.StringFromFileFunctionTest org.apache.jmeter.functions.SumFunctionTest ,org/apache/jmeter/functions/EvalFunctionTest.java org/apache/jmeter/functions/StringFromFileFunctionTest.java org/apache/jmeter/functions/SumFunctionTest.java ,org.apache.jmeter.functions.PackageTest,org/apache/jmeter/functions/PackageTest.java,"checkSumNoVar(AbstractFunction,String,String[]) evalTest2() SFFTest4() SFFTest5() SFFTest2() checkSum(AbstractFunction,String,String[]) SFFTest3() SFFTest1() sumTest() evalTest1() SFFParams(String,String,String,String)","makeParams(String,String,String) randomTest1() checkSumNoVar(AbstractFunction,String,String[]) evalTest2() SFFTest4() SFFTest5() SFFTest2() checkSum(AbstractFunction,String,String[]) SFFTest3() SFFTest1() sumTest() evalTest1() variableTest1() SFFParams(String,String,String,String)",3,god_class_refactor_examples/311+apache_jmeter+d24a2+PackageTest+SumFunctionTest.csv,https://github.com/apache/jmeter/commit/d24a2d5ac1c64b8ace1f408b863d1c2e3a6bddb7
12,316,963d77a091e19cf407d310b5568c2d0676bb7d68,5264749a48e7b56f39a4794dd42d0c66a65e2498,extractSuperclass,BSFTestElement and JSR223TestElement should use shared super-class for common fields Bugzilla Id: 54110   git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1406876 13f79535-47bb-0310-9956-ffa450edef68  Former-commit-id: 30080897423645a46722edfc7015c75ade73a781,org.apache.jmeter.util.ScriptingTestElement ,org/apache/jmeter/util/ScriptingTestElement.java ,org.apache.jmeter.util.JSR223TestElement,org/apache/jmeter/util/JSR223TestElement.java,setFilename(String) getScript() setParameters(String) scriptLanguage parameters getFilename() setScriptLanguage(String) script filename getScriptLanguage() getParameters() setScript(String),setFilename(String) getScript() setParameters(String) scriptLanguage parameters getFilename() setScriptLanguage(String) script filename getScriptLanguage() getParameters() setScript(String),1,god_class_refactor_examples/316+apache_jmeter+963d7+JSR223TestElement+ScriptingTestElement.csv,https://github.com/apache/jmeter/commit/963d77a091e19cf407d310b5568c2d0676bb7d68
13,327,f1843c0eb141b35eedb703e0fcbb77a517e2e904,00f9746be9b7431dbb8cf6b6a9685a3cc230377f,extractClass,Bug 49603 - Allow accepting expired certificates on Mail Reader Sampler  git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@986140 13f79535-47bb-0310-9956-ffa450edef68  Former-commit-id: 91e79e3ed139326e461b345d214be9a1c167b575,org.apache.jmeter.protocol.smtp.sampler.gui.SecuritySettingsPanel ,org/apache/jmeter/protocol/smtp/sampler/gui/SecuritySettingsPanel.java ,org.apache.jmeter.protocol.smtp.sampler.gui.SmtpPanel,org/apache/jmeter/protocol/smtp/sampler/gui/SmtpPanel.java,setUseSSL(boolean) setTrustStoreToUse(String) cbEnforceStartTLS rbSecuritySettingsItemStateChanged(ItemEvent) setTrustAllCerts(boolean) setEnforceStartTLS(boolean) isUseStartTLS() isUseLocalTrustStore() getTrustStoreToUse() setUseStartTLS(boolean) cbTrustAllCertsActionPerformed(ActionEvent) setUseNoSecurity(boolean) isTrustAllCerts() cbUseLocalTrustStoreActionPerformed(ActionEvent) isEnforceStartTLS() setUseLocalTrustStore(boolean) rbUseNone cbEnforceStartTLSActionPerformed(ActionEvent) tfTrustStoreToUse bgSecuritySettings isUseSSL() rbUseSSL rbUseStartTLS cbTrustAllCerts jlTrustStoreToUse cbUseLocalTrustStore,setUseSSL(boolean) setTrustStoreToUse(String) cbEnforceStartTLS rbSecuritySettingsItemStateChanged(ItemEvent) setTrustAllCerts(boolean) setEnforceStartTLS(boolean) isUseStartTLS() isUseLocalTrustStore() getTrustStoreToUse() setUseStartTLS(boolean) cbTrustAllCertsActionPerformed(ActionEvent) setUseNoSecurity(boolean) isTrustAllCerts() cbUseLocalTrustStoreActionPerformed(ActionEvent) isEnforceStartTLS() setUseLocalTrustStore(boolean) rbUseNone cbEnforceStartTLSActionPerformed(ActionEvent) tfTrustStoreToUse bgSecuritySettings isUseSSL() rbUseSSL rbUseStartTLS cbTrustAllCerts jlTrustStoreToUse cbUseLocalTrustStore,1,god_class_refactor_examples/327+apache_jmeter+f1843+SmtpPanel+SecuritySettingsPanel.csv,https://github.com/apache/jmeter/commit/f1843c0eb141b35eedb703e0fcbb77a517e2e904
14,328,ea4d602982e7a52f71311154c708af0fafa04f62,0fccc1ca0b70c1e442e7609938580ee1f679cd91,extractSuperclass,Bug 48749 - Allowing custom Thread Groups  git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@915587 13f79535-47bb-0310-9956-ffa450edef68  Former-commit-id: ca8e0c22b7d13afb33632094d528c921b919d8c6,org.apache.jmeter.threads.AbstractThreadGroup ,org/apache/jmeter/threads/AbstractThreadGroup.java ,org.apache.jmeter.threads.ThreadGroup,org/apache/jmeter/threads/ThreadGroup.java,getOnErrorStopTestNow() incrNumberOfThreads() setSamplerController(LoopController) initialize() numberOfThreads ON_SAMPLE_ERROR_STOPTEST_NOW getSamplerController() getOnErrorStopThread() ON_SAMPLE_ERROR_STOPTHREAD NUM_THREADS ON_SAMPLE_ERROR_CONTINUE ON_SAMPLE_ERROR addIterationListener(LoopIterationListener) setNumThreads(int) ON_SAMPLE_ERROR_STOPTEST MAIN_CONTROLLER isDone() decrNumberOfThreads() addTestElement(TestElement) getNumberOfThreads() getOnErrorStopTest() getNumThreads() next(),getOnErrorStopTestNow() incrNumberOfThreads() setSamplerController(LoopController) initialize() numberOfThreads ON_SAMPLE_ERROR_STOPTEST_NOW getSamplerController() getOnErrorStopThread() ON_SAMPLE_ERROR_STOPTHREAD NUM_THREADS ON_SAMPLE_ERROR_CONTINUE ON_SAMPLE_ERROR addIterationListener(LoopIterationListener) setNumThreads(int) ON_SAMPLE_ERROR_STOPTEST MAIN_CONTROLLER isDone() decrNumberOfThreads() addTestElement(TestElement) getNumberOfThreads() getOnErrorStopTest() getNumThreads() next(),1,god_class_refactor_examples/328+apache_jmeter+ea4d6+ThreadGroup+AbstractThreadGroup.csv,https://github.com/apache/jmeter/commit/ea4d602982e7a52f71311154c708af0fafa04f62
15,329,ea4d602982e7a52f71311154c708af0fafa04f62,0fccc1ca0b70c1e442e7609938580ee1f679cd91,extractSuperclass,Bug 48749 - Allowing custom Thread Groups  git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@915587 13f79535-47bb-0310-9956-ffa450edef68  Former-commit-id: ca8e0c22b7d13afb33632094d528c921b919d8c6,org.apache.jmeter.threads.gui.AbstractThreadGroupGui ,org/apache/jmeter/threads/gui/AbstractThreadGroupGui.java ,org.apache.jmeter.threads.gui.ThreadGroupGui,org/apache/jmeter/threads/gui/ThreadGroupGui.java,createPopupMenu() setSampleErrorBoxes(ThreadGroup) onSampleError() createOnErrorPanel() stopTestNowBox continueBox getMenuCategories() stopTestBox stopThrdBox getPreferredSize(),createPopupMenu() setSampleErrorBoxes(ThreadGroup) onSampleError() createOnErrorPanel() stopTestNowBox continueBox getMenuCategories() stopTestBox stopThrdBox getPreferredSize(),1,god_class_refactor_examples/329+apache_jmeter+ea4d6+ThreadGroupGui+AbstractThreadGroupGui.csv,https://github.com/apache/jmeter/commit/ea4d602982e7a52f71311154c708af0fafa04f62
16,333,09760a2dfe53c9fd7d6619a0fa0733e18f9075d5,bc85e80ec58ad68f4a12c395d33473e313e45edf,extractClass,Bug 47474 - View Results Tree support for plugin renderers  git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@885648 13f79535-47bb-0310-9956-ffa450edef68  Former-commit-id: e5c108478fb426affaf0b807df2e3d7fd1e236f2,org.apache.jmeter.visualizers.RenderAsHTML org.apache.jmeter.visualizers.RenderAsJSON org.apache.jmeter.visualizers.RenderAsXML org.apache.jmeter.visualizers.SamplerResultTab ,org/apache/jmeter/visualizers/RenderAsHTML.java org/apache/jmeter/visualizers/RenderAsJSON.java org/apache/jmeter/visualizers/RenderAsXML.java org/apache/jmeter/visualizers/SamplerResultTab.java ,org.apache.jmeter.visualizers.ViewResultsFullVisualizer,org/apache/jmeter/visualizers/ViewResultsFullVisualizer.java,"showRenderXMLResponse(SampleResult) getFirstElement(Node) createRequestPanel() showImage(Icon) results searchTextExtension createResponseDataPanel() showRenderedResponse(String,SampleResult) NL imageLabel NORMAL_CHARACTER_REGEX XML_PFX STYLE_CLIENT_ERROR ESC_CHAR_REGEX resultsScrollPane setupTabPaneForSampleResult() STYLE_SERVER_ERROR sampleDataField toString() createResponseMetadataPanel() STYLE_REDIRECT searchPanel VALUE_OR_PAIR_REGEX showErrorMessageDialog(String,String,int) stats setupTabPaneForAssertionResult() customisedEditor dateFormat TEXT_HTML OTHER_VALUE_REGEX DOMTreePanel(Document) defaultHtmlEditor VALUE_OR_PAIR_PATTERN showRenderJSONResponse(String) prettyJSON(String) resultsPane STRING_REGEX requestPane TEXT_COMMAND","showRenderXMLResponse(SampleResult) getFirstElement(Node) createRequestPanel() showImage(Icon) results searchTextExtension createResponseDataPanel() showRenderedResponse(String,SampleResult) NL imageLabel NORMAL_CHARACTER_REGEX XML_PFX STYLE_CLIENT_ERROR ESC_CHAR_REGEX resultsScrollPane setupTabPaneForSampleResult() STYLE_SERVER_ERROR sampleDataField toString() createResponseMetadataPanel() STYLE_REDIRECT searchPanel showTextResponse(String) VALUE_OR_PAIR_REGEX showErrorMessageDialog(String,String,int) stats setupTabPaneForAssertionResult() customisedEditor dateFormat TEXT_HTML OTHER_VALUE_REGEX DOMTreePanel(Document) defaultHtmlEditor VALUE_OR_PAIR_PATTERN showRenderJSONResponse(String) prettyJSON(String) resultsPane STRING_REGEX requestPane TEXT_COMMAND",4,god_class_refactor_examples/333+apache_jmeter+09760+ViewResultsFullVisualizer+SamplerResultTab.csv,https://github.com/apache/jmeter/commit/09760a2dfe53c9fd7d6619a0fa0733e18f9075d5
17,336,654515298778fad8126dcbf6993187fad473d122,eb484ffc965993228b78aaa00dc971e056aad1e0,extractClass,Split off CSV into separate class  git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@593962 13f79535-47bb-0310-9956-ffa450edef68  Former-commit-id: f246b924f75e37114abb9ea8c3de585aaefdfeda,org.apache.jmeter.save.CSVSaveService ,org/apache/jmeter/save/CSVSaveService.java ,org.apache.jmeter.save.OldSaveService,org/apache/jmeter/save/OldSaveService.java,"CSV_BYTES printableFieldNamesToString() saveCSVStats(Vector,FileWriter) CSV_SAMPLE_COUNT splitHeader(String,String) DEFAULT_DATE_FORMAT CSV_URL _saveConfig resultToDelimitedString(SampleEvent) makeResultFromDelimitedString(String,SampleSaveConfiguration,long) CSV_THREAD_COUNT1 headerLabelMethods CSV_ENCODING CSV_ELAPSED CSV_FILENAME CSV_THREAD_COUNT2 CSV_HOSTNAME resultToDelimitedString(SampleEvent,String) DEFAULT_DATE_FORMAT_STRING CSV_LATENCY CSV_ERROR_COUNT getSampleSaveConfiguration(String,String) printableFieldNamesToString(SampleSaveConfiguration)","CSV_BYTES printableFieldNamesToString() saveCSVStats(Vector,FileWriter) CSV_SAMPLE_COUNT splitHeader(String,String) DEFAULT_DATE_FORMAT CSV_URL _saveConfig resultToDelimitedString(SampleEvent) makeResultFromDelimitedString(String,SampleSaveConfiguration,long) CSV_THREAD_COUNT1 headerLabelMethods CSV_ENCODING CSV_ELAPSED CSV_FILENAME CSV_THREAD_COUNT2 CSV_HOSTNAME resultToDelimitedString(SampleEvent,String) DEFAULT_DATE_FORMAT_STRING CSV_LATENCY CSV_ERROR_COUNT getSampleSaveConfiguration(String,String) printableFieldNamesToString(SampleSaveConfiguration)",1,god_class_refactor_examples/336+apache_jmeter+65451+OldSaveService+CSVSaveService.csv,https://github.com/apache/jmeter/commit/654515298778fad8126dcbf6993187fad473d122
18,363,d193137585f4f8cf653bb5cf678a494bab087784,2724578ab41cb9e8098975bddbde7df2085b1c61,extractSuperclass,NUTCH-2596 Upgrade from org.mortbay.jetty to org.eclipse.jetty - remove Jetty (serving JSP pages) for HTTP protocol plugin tests - replace JSP pages by header/content strings hold in unit test classes ,org.apache.nutch.protocol.AbstractHttpProtocolPluginTest ,org/apache/nutch/protocol/AbstractHttpProtocolPluginTest.java ,org.apache.nutch.protocol.okhttp.TestBadServerResponses,org/apache/nutch/protocol/okhttp/TestBadServerResponses.java,"setUp() fetchPage(String,int) conf simpleContent launchServer(String) server http runServer(int,byte[]) getHeader(ProtocolOutput,String) responseHeader tearDown() getHeaders(ProtocolOutput)","setUp() fetchPage(String,int) conf simpleContent launchServer(String) server http runServer(int,byte[]) getHeader(ProtocolOutput,String) responseHeader tearDown() getHeaders(ProtocolOutput)",1,god_class_refactor_examples/363+apache_nutch+d1931+TestBadServerResponses+AbstractHttpProtocolPluginTest.csv,https://github.com/apache/nutch/commit/d193137585f4f8cf653bb5cf678a494bab087784
19,448,b744595561ed46e1411da666fdd71144d7f76665,79f4ca54d0680f5da9b7adedf73d9a27b20c5b2a,extractClass,For #223. ,com.dangdang.ddframe.job.cloud.executor.TaskExecutorThreadTest ,com/dangdang/ddframe/job/cloud/executor/TaskExecutorThreadTest.java ,com.dangdang.ddframe.job.cloud.executor.TaskExecutorTest,com/dangdang/ddframe/job/cloud/executor/TaskExecutorTest.java,"buildBaseJobConfigurationContextMapWithJobClass(String) buildSpringJobConfigurationContextMap() buildBaseJobConfigurationContextMap(String,String,JobType) serialize(Map<String,String>) buildTransientTaskInfo() assertLaunchTaskWithTransientTaskAndSpringSimpleJob() buildScriptDaemonTaskInfo() buildDaemonTaskInfo() buildTaskInfo(Map<String,String>) assertLaunchTaskWithDaemonTaskAndJavaSimpleJob() buildBaseJobConfigurationContextMapWithJobClassAndCron(String,String)","buildBaseJobConfigurationContextMapWithJobClass(String) buildSpringJobConfigurationContextMap() buildBaseJobConfigurationContextMap(String,String,JobType) serialize(Map<String,String>) buildTransientTaskInfo() assertLaunchTaskWithTransientTaskAndSpringSimpleJob() buildScriptDaemonTaskInfo() buildDaemonTaskInfo() buildTaskInfo(Map<String,String>) assertLaunchTaskWithDaemonTaskAndJavaSimpleJob() buildBaseJobConfigurationContextMapWithJobClassAndCron(String,String)",1,god_class_refactor_examples/448+apache_shardingsphere-elasticjob+b7445+TaskExecutorTest+TaskExecutorThreadTest.csv,https://github.com/apache/shardingsphere-elasticjob/commit/b744595561ed46e1411da666fdd71144d7f76665
20,488,84131d896fd55af07b4c989ac9653e90f59abe5d,a040ff0d4e0ef116104b821948be97b1e8f0d147,extractClass,refactor ,com.dangdang.ddframe.job.internal.schedule.JobFacade ,com/dangdang/ddframe/job/internal/schedule/JobFacade.java ,com.dangdang.ddframe.job.internal.schedule.SchedulerFacade,com/dangdang/ddframe/job/internal/schedule/SchedulerFacade.java,"afterJobExecuted(JobExecutionMultipleShardingContext) testBeforeJobExecuted() registerJobCompleted(JobExecutionMultipleShardingContext) testAfterJobExecuted() testCheckMaxTimeDiffSecondsTolerable() testUpdateOffset() testRegisterJobCompletedWhenFailoverDisabled() getConcurrentDataProcessThreadCount() isNeedSharding() testIsNeedSharding() elasticJobListeners beforeJobExecuted(JobExecutionMultipleShardingContext) isEligibleForJobRunning(boolean) clearMisfire(List<Integer>) isExecuteMisfired(boolean,List<Integer>) testClearMisfire() registerJobBegin(JobExecutionMultipleShardingContext) testGetShardingContext() testGetJobName() getShardingContext() failoverIfNecessary(boolean) testRegisterJobBegin() testMisfireIfNecessary() executionContextService getJobName() testFailoverIfNecessaryButIsStopped() offsetService updateOffset(int,String) misfireIfNecessary(List<Integer>) testFailoverIfUnnecessary() checkMaxTimeDiffSecondsTolerable() testRegisterJobCompletedWhenFailoverEnabled() testFailoverIfNecessary() failoverService","afterJobExecuted(JobExecutionMultipleShardingContext) testBeforeJobExecuted() registerJobCompleted(JobExecutionMultipleShardingContext) testAfterJobExecuted() setGuaranteeServiceForElasticJobListeners(CoordinatorRegistryCenter,JobConfiguration) testCheckMaxTimeDiffSecondsTolerable() testUpdateOffset() testRegisterJobCompletedWhenFailoverDisabled() getConcurrentDataProcessThreadCount() isNeedSharding() testIsNeedSharding() elasticJobListeners beforeJobExecuted(JobExecutionMultipleShardingContext) isEligibleForJobRunning(boolean) clearMisfire(List<Integer>) isExecuteMisfired(boolean,List<Integer>) testClearMisfire() registerJobBegin(JobExecutionMultipleShardingContext) testGetShardingContext() testGetJobName() getShardingContext() failoverIfNecessary(boolean) testRegisterJobBegin() testMisfireIfNecessary() executionContextService getJobName() testFailoverIfNecessaryButIsStopped() offsetService updateOffset(int,String) testNew() before() after() misfireIfNecessary(List<Integer>) testFailoverIfUnnecessary() checkMaxTimeDiffSecondsTolerable() testRegisterJobCompletedWhenFailoverEnabled() testFailoverIfNecessary() failoverService",1,god_class_refactor_examples/488+apache_shardingsphere-elasticjob+84131+SchedulerFacade+JobFacade.csv,https://github.com/apache/shardingsphere-elasticjob/commit/84131d896fd55af07b4c989ac9653e90f59abe5d
21,489,84131d896fd55af07b4c989ac9653e90f59abe5d,a040ff0d4e0ef116104b821948be97b1e8f0d147,extractClass,refactor ,com.dangdang.ddframe.job.internal.schedule.JobFacadeTest ,com/dangdang/ddframe/job/internal/schedule/JobFacadeTest.java ,com.dangdang.ddframe.job.internal.schedule.SchedulerFacadeTest,com/dangdang/ddframe/job/internal/schedule/SchedulerFacadeTest.java,testRegisterJobBegin() testMisfireIfNecessary() testBeforeJobExecuted() testRegisterJobCompletedWhenFailoverDisabled() testIsNeedSharding() testUpdateOffset() testClearMisfire() testFailoverIfUnnecessary() testFailoverIfNecessaryButIsStopped() testGetShardingContext() testAfterJobExecuted() testGetJobName() testRegisterJobCompletedWhenFailoverEnabled() testCheckMaxTimeDiffSecondsTolerable() testFailoverIfNecessary(),testRegisterJobBegin() testMisfireIfNecessary() testBeforeJobExecuted() testRegisterJobCompletedWhenFailoverDisabled() testIsNeedSharding() testNew() before() after() testUpdateOffset() testClearMisfire() testFailoverIfUnnecessary() testFailoverIfNecessaryButIsStopped() testGetShardingContext() testAfterJobExecuted() testGetJobName() testRegisterJobCompletedWhenFailoverEnabled() testCheckMaxTimeDiffSecondsTolerable() testFailoverIfNecessary(),1,god_class_refactor_examples/489+apache_shardingsphere-elasticjob+84131+SchedulerFacadeTest+JobFacadeTest.csv,https://github.com/apache/shardingsphere-elasticjob/commit/84131d896fd55af07b4c989ac9653e90f59abe5d
22,510,6ca26f9414ad768cf277d4edbd3e0ff4c33e26fd,a194a7bce87e6f670d236b2d1f22e6e4e623870a,extractSuperclass,create base thumbnail class ,com.beardedhen.androidbootstrap.BootstrapBaseThumbnail ,com/beardedhen/androidbootstrap/BootstrapBaseThumbnail.java ,com.beardedhen.androidbootstrap.BootstrapCircleThumbnail,com/beardedhen/androidbootstrap/BootstrapCircleThumbnail.java,"getBitmapForView() getBorderWidth() onSizeChanged(int,int,int,int) getScaleType() setScaleType(ScaleType) setBorderColor(int) setImageDrawable(Drawable) sourceBitmap bootstrapBrand getBorderColor() setImageBitmap(Bitmap) setImageResource(int) onRestoreInstanceState(Parcelable) setImageURI(Uri) setBootstrapBrand(BootstrapBrand) getBootstrapBrand() setBorderWidth(float) onSaveInstanceState() borderColor borderWidth","getBitmapForView() getBorderWidth() onSizeChanged(int,int,int,int) getScaleType() setScaleType(ScaleType) setBorderColor(int) setImageDrawable(Drawable) sourceBitmap bootstrapBrand getBorderColor() setImageBitmap(Bitmap) setImageResource(int) onRestoreInstanceState(Parcelable) setImageURI(Uri) setBootstrapBrand(BootstrapBrand) getBootstrapBrand() setBorderWidth(float) onSaveInstanceState() borderColor borderWidth",1,god_class_refactor_examples/510+Bearded-Hen_Android-Bootstrap+6ca26+BootstrapCircleThumbnail+BootstrapBaseThumbnail.csv,https://github.com/Bearded-Hen/Android-Bootstrap/commit/6ca26f9414ad768cf277d4edbd3e0ff4c33e26fd
23,521,ed20643fb94d4e17f4cdb3699a6d83621408dd34,092e0624054db5cf00b32dea2da459df90f13b11,extractSuperclass,Directly include RequestOptions in ReqestBuilder using CRGP  https://www.artima.com/weblogs/viewpost.jsp?thread=133275  This means that you can write:  Glide.with(context)   .load(url)   .placeholder(R.drawable.placeholder)   .into(imageView);  Instead of:  Glide.with(contex)   .apply(placeholderOf(R.drawable.placeholder)   .into(imageView);  Without using the generated API.  ------------- Created by MOE: https://github.com/google/moe MOE_MIGRATED_REVID=211640993 ,com.bumptech.glide.request.BaseRequestOptions ,com/bumptech/glide/request/BaseRequestOptions.java ,com.bumptech.glide.request.RequestOptions,com/bumptech/glide/request/RequestOptions.java,"errorId TRANSFORMATION_REQUIRED override(int) skipMemoryCache(boolean) encodeFormat(Bitmap.CompressFormat) optionalTransform(Class<T>,Transformation<T>) transform(Transformation<Bitmap>,boolean) UNSET isTransformationRequired USE_UNLIMITED_SOURCE_GENERATORS_POOL isLocked options isValidOverride() priority(Priority) isTransformationRequired() isLocked() isPrioritySet() useAnimationPool placeholder(int) overrideHeight getOverrideHeight() getPlaceholderDrawable() transform(Transformation<Bitmap>) getSizeMultiplier() getPlaceholderId() scaleOnlyTransform(DownsampleStrategy,Transformation<Bitmap>,boolean) diskCacheStrategy(DiskCacheStrategy) transformations decode(Class<?>) getTransformations() placeholderDrawable signature theme(Resources.Theme) useAnimationPool(boolean) diskCacheStrategy getOptions() onlyRetrieveFromCache(boolean) ONLY_RETRIEVE_FROM_CACHE getUseUnlimitedSourceGeneratorsPool() getPriority() isCacheable transform(DownsampleStrategy,Transformation<Bitmap>) PLACEHOLDER_ID theme isSet(int) apply(RequestOptions) override(int,int) getTheme() useUnlimitedSourceGeneratorsPool(boolean) isTransformationSet() SIGNATURE placeholder(Drawable) FALLBACK ERROR_ID useUnlimitedSourceGeneratorsPool error(int) USE_ANIMATION_POOL placeholderId format(DecodeFormat) isTransformationAllowed() getUseAnimationPool() RESOURCE_CLASS isSkipMemoryCacheSet() transform(Class<T>,Transformation<T>,boolean) isAutoCloneEnabled equals(Object) error(Drawable) set(Option<T>,T) frame(long) TRANSFORMATION PLACEHOLDER getSignature() optionalTransform(Transformation<Bitmap>) TRANSFORMATION_ALLOWED onlyRetrieveFromCache fallbackId transform(Class<T>,Transformation<T>) optionalScaleOnlyTransform(DownsampleStrategy,Transformation<Bitmap>) getResourceClass() fallbackDrawable isTransformationAllowed resourceClass getErrorPlaceholder() isMemoryCacheable() isSet(int,int) signature(Key) encodeQuality(int) getDiskCacheStrategy() hashCode() transforms(Transformation<Bitmap>...) PRIORITY FALLBACK_ID DISK_CACHE_STRATEGY sizeMultiplier isScaleOnlyOrNoTransform scaleOnlyTransform(DownsampleStrategy,Transformation<Bitmap>) fallback(int) OVERRIDE isDiskCacheStrategySet() sizeMultiplier(float) SIZE_MULTIPLIER THEME getOnlyRetrieveFromCache() overrideWidth ERROR_PLACEHOLDER priority IS_CACHEABLE fields fallback(Drawable) getOverrideWidth() timeout(int) getFallbackDrawable() errorPlaceholder isScaleOnlyOrNoTransform() getErrorId() isAutoCloneEnabled() getFallbackId() optionalTransform(DownsampleStrategy,Transformation<Bitmap>) downsample(DownsampleStrategy)","errorId TRANSFORMATION_REQUIRED override(int) skipMemoryCache(boolean) encodeFormat(Bitmap.CompressFormat) optionalTransform(Class<T>,Transformation<T>) transform(Transformation<Bitmap>,boolean) UNSET isTransformationRequired USE_UNLIMITED_SOURCE_GENERATORS_POOL isLocked options isValidOverride() priority(Priority) isTransformationRequired() isLocked() isPrioritySet() useAnimationPool placeholder(int) overrideHeight getOverrideHeight() getPlaceholderDrawable() transform(Transformation<Bitmap>) getSizeMultiplier() getPlaceholderId() scaleOnlyTransform(DownsampleStrategy,Transformation<Bitmap>,boolean) diskCacheStrategy(DiskCacheStrategy) transformations decode(Class<?>) getTransformations() placeholderDrawable signature theme(Resources.Theme) useAnimationPool(boolean) diskCacheStrategy getOptions() onlyRetrieveFromCache(boolean) ONLY_RETRIEVE_FROM_CACHE getUseUnlimitedSourceGeneratorsPool() getPriority() isCacheable transform(DownsampleStrategy,Transformation<Bitmap>) PLACEHOLDER_ID theme isSet(int) apply(RequestOptions) override(int,int) getTheme() useUnlimitedSourceGeneratorsPool(boolean) isTransformationSet() SIGNATURE placeholder(Drawable) FALLBACK ERROR_ID useUnlimitedSourceGeneratorsPool error(int) USE_ANIMATION_POOL placeholderId format(DecodeFormat) isTransformationAllowed() getUseAnimationPool() RESOURCE_CLASS isSkipMemoryCacheSet() transform(Class<T>,Transformation<T>,boolean) isAutoCloneEnabled equals(Object) error(Drawable) set(Option<T>,T) frame(long) TRANSFORMATION PLACEHOLDER getSignature() optionalTransform(Transformation<Bitmap>) TRANSFORMATION_ALLOWED onlyRetrieveFromCache fallbackId transform(Class<T>,Transformation<T>) optionalScaleOnlyTransform(DownsampleStrategy,Transformation<Bitmap>) getResourceClass() fallbackDrawable isTransformationAllowed resourceClass getErrorPlaceholder() isMemoryCacheable() isSet(int,int) signature(Key) encodeQuality(int) getDiskCacheStrategy() hashCode() transforms(Transformation<Bitmap>...) PRIORITY FALLBACK_ID DISK_CACHE_STRATEGY sizeMultiplier isScaleOnlyOrNoTransform scaleOnlyTransform(DownsampleStrategy,Transformation<Bitmap>) fallback(int) OVERRIDE isDiskCacheStrategySet() sizeMultiplier(float) SIZE_MULTIPLIER THEME getOnlyRetrieveFromCache() overrideWidth ERROR_PLACEHOLDER priority IS_CACHEABLE fields fallback(Drawable) getOverrideWidth() timeout(int) getFallbackDrawable() errorPlaceholder isScaleOnlyOrNoTransform() getErrorId() isAutoCloneEnabled() getFallbackId() optionalTransform(DownsampleStrategy,Transformation<Bitmap>) downsample(DownsampleStrategy)",1,god_class_refactor_examples/521+bumptech_glide+ed206+RequestOptions+BaseRequestOptions.csv,https://github.com/bumptech/glide/commit/ed20643fb94d4e17f4cdb3699a6d83621408dd34
